"key","song_name","artist_full_name","songbook","reference_id"
"426","Hells Bells","AC/DC","MT","MTS1208-188"
"427","Hemorrhage (In My Hands)","Fuel","MT","MTS1208-829"
"428","Here Comes The Rain","Mavericks, The","MT","MTS1208-540"
"429","Here Comes The Rain Again","Eurythmics, The","MT","MTS1208-484"
"430","Here's That Rainy Day","Standard","MT","MTS1208-19"
"431","Hero","Iglesias, Enrique","MT","MTS1208-1021"
"432","Hey Bartender","Blues Brothers, The","MT","MTS1208-409"
"433","Hey Good Lookin'","Williams, Hank","MT","MTS1208-1076"
"434","Hey Joe","Hendrix, Jimi","MT","MTS1208-587"
"435","Hey Jude","Beatles, The","MT","MTS1208-1150"
"436","Hey Pachuco","Royal Crown Revue","MT","MTS1208-90"
"437","Hey! Jealous Lover","Sinatra, Frank","MT","MTS1208-944"
"438","Hi-De-Ho","Blood, Sweat & Tears","MT","MTS1208-1167"
"439","High Enough","Damn Yankees","MT","MTS1208-468"
"440","High Hopes","Sinatra, Frank","MT","MTS1208-559"
"441","Higher","Creed","MT","MTS1208-727"
"442","Highway To Hell","AC/DC","MT","MTS1208-741"
"443","Hippy Hippy Shake","Swinging Blue Jeans","MT","MTS1208-599"
"444","Hit 'em Up With Style","Cantrell, Blu","MT","MTS1208-1006"
"445","Hit Me With Your Best Shot","Benatar, Pat","MT","MTS1208-1031"
"446","Hold On Loosely","38 Special","MT","MTS1208-229"
"447","Hold Your Head Up","Argent","MT","MTS1208-666"
"448","Honesty","Joel, Billy","MT","MTS1208-748"
"449","Honey I'm Home","Twain, Shania","MT","MTS1208-278"
"450","Hot Girls In Love","Loverboy","MT","MTS1208-515"
"451","House Of The Rising Sun, The","Animals, The","MT","MTS1208-1038"
"452","How Deep Is Your Love","Bee Gees, The","MT","MTS1208-883"
"453","How Do I Live","Rimes, LeAnn","MT","MTS1208-108"
"454","How Insensitive","Standard","MT","MTS1208-41"
"455","Hurt Me","Rimes, LeAnn","MT","MTS1208-221"
"456","Hypnotized","Fleetwood Mac","MT","MTS1208-51"
"457","Hysteria","Def Leppard","MT","MTS1208-743"
"458","I Ain't The One","Lynyrd Skynyrd","MT","MTS1208-653"
"459","I Am Made Of You","Martin, Ricky","MT","MTS1208-177"
"460","I Can Love You Better","Dixie Chicks","MT","MTS1208-205"
"461","I Can See For Miles","Who, The","MT","MTS1208-987"
"462","I Can't Drive 55","Hagar, Sammy","MT","MTS1208-926"
"463","I Can't Give You Anything But","Clooney, Rosemary","MT","MTS1208-561"
"464","I Can't Stop Loving You","Charles, Ray","MT","MTS1208-623"
"465","I Could Write A Book","Standard","MT","MTS1208-33"
"466","I Count The Minutes","Martin, Ricky","MT","MTS1208-178"
"467","I Didn't Know My Own Strength","Morgan, Lorrie","MT","MTS1208-216"
"468","I Disappear","Metallica","MT","MTS1208-649"
"469","I Do","98 Degrees","MT","MTS1208-266"
"470","I Don't Want To Miss A Thing","Aerosmith","MT","MTS1208-99"
"471","Hey Tonight","Creedence Clearwater Revival","MT","MTS1208-924"
"472","I Fall To Pieces","Cline, Patsy","MT","MTS1208-1080"
"473","I Feel The Earth Move","King, Carole","MT","MTS1208-311"
"474","I Found Someone","Cher","MT","MTS1208-130"
"475","I Get A Kick Out Of You","Sinatra, Frank","MT","MTS1208-489"
"476","I Get Lost","Clapton, Eric","MT","MTS1208-577"
"477","I Got I.d.","Pearl Jam","MT","MTS1208-742"
"478","I Got You Babe","Sonny & Cher","MT","MTS1208-131"
"479","I Hear You Knocking","Edmunds, Dave","MT","MTS1208-759"
"480","I Heard It Through The","Creedence","MT","MTS1208-598"
"481","I Honestly Love You","Newton-John, Olivia","MT","MTS1208-895"
"482","I Hope You Dance","Womack, Lee Ann","MT","MTS1208-825"
"483","I Just Want To Celebrate","Rare Earth","MT","MTS1208-980"
"484","I Knew I Loved You","Savage Garden","MT","MTS1208-445"
"485","I Knew The Bride","Lowe, Nick","MT","MTS1208-48"
"486","I Know A Little","Lynyrd Skynyrd","MT","MTS1208-664"
"487","I Know What Boys Like","Waitresses, The","MT","MTS1208-469"
"488","I Left My Heart In San","Bennett, Tony","MT","MTS1208-1091"
"489","I Love Rock And Roll","Jett, Joan","MT","MTS1208-1039"
"490","I Love The Dead","Cooper, Alice","MT","MTS1208-116"
"491","I Need To Know","Anthony, Marc","MT","MTS1208-451"
"492","I Need You","Rimes, LeAnn","MT","MTS1208-646"
"493","I Never Cry","Cooper, Alice","MT","MTS1208-121"
"494","I Only Have Eyes For You","Flamingoes, The","MT","MTS1208-871"
"495","I Saw Her Standing There","Beatles, The","MT","MTS1208-1043"
"496","I Saw The Light","Rundgren, Todd","MT","MTS1208-329"
"497","I See You Baby","Groove Armada","MT","MTS1208-717"
"498","I Think I'm In Love","Simpson, Jessica","MT","MTS1208-695"
"499","I Touch Myself","Divinyls, The","MT","MTS1208-471"
"500","I Try","Gray, Macy","MT","MTS1208-640"
"501","I Walk The Line","Cash, Johnny","MT","MTS1208-624"
"502","I Wanna Know What Love Is","Foreigner","MT","MTS1208-746"
"503","I Want A New Drug","Lewis, Huey","MT","MTS1208-1203"
"504","I Want A New Duck (I Want A","Yankovic, 'Weird Al'","MT","MTS1208-343"
"505","I Want It That Way","Backstreet Boys, The","MT","MTS1208-256"
"506","I Want To Come Over","Etheridge, Melissa","MT","MTS1208-309"
"507","I Want To Go With You","Arnold, Eddy","MT","MTS1208-626"
"508","I Want You To Want Me","Cheap Trick","MT","MTS1208-506"
"509","I Want You, I Need You, I","Presley, Elvis","MT","MTS1208-610"
"510","I Fought The Law","Bobby Fuller Four, The","MT","MTS1208-670"
"511","I Put A Spell On You","Creedence Clearwater Revival","MT","MTS1208-797"
"512","I Think I Love You","Partridge Family, The","MT","MTS1208-1188"
"513","I Will Always Love You","Houston, Whitney","MT","MTS1208-1056"
"514","I Will Remember You","McLachlan, Sarah","MT","MTS1208-267"
"515","I Will Survive","Gaynor, Gloria","MT","MTS1208-310"
"516","I Won't Back Down","Petty, Tom","MT","MTS1208-929"
"517","I'll Be Seeing You","Sinatra, Frank","MT","MTS1208-946"
"518","I'll Be There For You","Bon Jovi","MT","MTS1208-590"
"519","I'll Still Love You More","Yearwood, Trisha","MT","MTS1208-247"
"520","I'll String Along With You","Standard","MT","MTS1208-910"
"521","I'm A Believer","Smash Mouth","MT","MTS1208-1009"
"522","I'm A King Bee / Back Door","Marino, Frank &","MT","MTS1208-403"
"523","I'm A Man","Chicago","MT","MTS1208-925"
"524","I'm Bad, I'm Nationwide","ZZ Top","MT","MTS1208-225"
"525","I'm Eighteen","Cooper, Alice","MT","MTS1208-53"
"526","I'm Gonna Wash That Man Right","South Pacific","MT","MTS1208-770"
"527","I'm Holding On To Love","Twain, Shania","MT","MTS1208-719"
"528","I'm Horny","2 Live Crew","MT","MTS1208-168"
"529","I'm Like A Bird","Furtado, Nelly","MT","MTS1208-830"
"530","I'm Old Fashioned","Standard","MT","MTS1208-04"
"531","I'm Real","Lopez, Jennifer","MT","MTS1208-1008"
"532","I've Got The Music In Me","Dee, Kiki","MT","MTS1208-906"
"533","I've Got The World On A String","Sinatra, Frank","MT","MTS1208-949"
"534","I've Got You Under My Skin","Sinatra, Frank","MT","MTS1208-1103"
"535","I've Gotta Be Me","Davis Jr, Sammy","MT","MTS1208-913"
"536","Ice Cream","McLachlan, Sarah","MT","MTS1208-443"
"537","If I Had $1,000,000","Barenaked Ladies","MT","MTS1208-574"
"538","If I Were A Rich Man","Fiddler On The Roof","MT","MTS1208-769"
"539","If You Could Read My Mind","Lightfoot, Gordon","MT","MTS1208-882"
"540","If You Had My Love","Lopez, Jennifer","MT","MTS1208-253"
"541","If You Really Love Me","Wonder, Stevie","MT","MTS1208-314"
"542","If You're Gone","Matchbox Twenty","MT","MTS1208-822"
"543","If You're Not In It For Love","Twain, Shania","MT","MTS1208-269"
"544","Iko Iko","Dixie Cups","MT","MTS1208-854"
"545","Imagination","Martin, Dean","MT","MTS1208-911"
"546","Imagine","Lennon, John","MT","MTS1208-1153"
"547","In The End","Linkin Park","MT","MTS1208-1024"
"548","In The Year 2525","Zager & Evans","MT","MTS1208-758"
"549","Independent Woman Part 1","Destiny's Child","MT","MTS1208-716"
"550","Indigo Swing, The","Indigo Swing","MT","MTS1208-95"
"551","Interstate Love Song","Stone Temple Pilots","MT","MTS1208-195"
"552","Into The Great Wide Open","Petty, Tom","MT","MTS1208-504"
"553","Is It My Body","Cooper, Alice","MT","MTS1208-378"
"554","It Could Happen To You","Sinatra, Frank","MT","MTS1208-23"
"555","If I Told You That","Houston, Whitney & George Michael","MT","MTS1208-692"
"556","In Another's Eyes","Brooks, Garth & Trisha Yearwood","MT","MTS1208-356"
"557","It Feels So Good","Sonique","MT","MTS1208-575"
"558","It Had To Be You","Connick, Harry Jr.","MT","MTS1208-1104"
"559","It Matters To Me","Hill, Faith","MT","MTS1208-547"
"560","It Must've Been Love","Roxette","MT","MTS1208-903"
"561","It's All In The Game","Edwards, Tommy","MT","MTS1208-551"
"562","It's Been Awhile","Staind","MT","MTS1208-1001"
"563","It's My Life","Bon Jovi","MT","MTS1208-696"
"564","It's My Party","Gore, Leslie","MT","MTS1208-1115"
"565","It's Not Right But It's Okay","Houston, Whitney","MT","MTS1208-76"
"566","It's Now Or Never","Presley, Elvis","MT","MTS1208-1178"
"567","It's Only Make Believe","Twitty, Conway","MT","MTS1208-1166"
"568","It's Still Rock & Roll To Me","Joel, Billy","MT","MTS1208-1049"
"569","Jaded","Aerosmith","MT","MTS1208-819"
"570","Jailhouse Rock","Presley, Elvis","MT","MTS1208-1176"
"571","James Dean","Eagles, The","MT","MTS1208-1018"
"572","Jamie's Cryin'","Van Halen","MT","MTS1208-370"
"573","Jealous Again","Black Crowes, The","MT","MTS1208-373"
"574","Jeremy","Pearl Jam","MT","MTS1208-737"
"575","Johnny B. Goode","Berry, Chuck","MT","MTS1208-878"
"576","Journey To The Center Of Your","Nugent, Ted & Amboy","MT","MTS1208-835"
"577","Judy In Disguise (With","Fred, John & His","MT","MTS1208-757"
"578","Jumper","Third Eye Blind","MT","MTS1208-80"
"579","Just A Gigolo","Roth, David Lee","MT","MTS1208-1180"
"580","Just Be A Man About It","Braxton, Toni","MT","MTS1208-703"
"581","Just Don't Want To Be Lonely","Main Ingredient","MT","MTS1208-790"
"582","Just Like Jesse James","Cher","MT","MTS1208-139"
"583","Just Once","Ingram, James","MT","MTS1208-881"
"584","Just One Of Those Things","Standard","MT","MTS1208-34"
"585","Just What The Doctor Ordered","Nugent, Ted","MT","MTS1208-415"
"586","Kashmir","Led Zeppelin","MT","MTS1208-421"
"587","Katmandu","Seger, Bob","MT","MTS1208-54"
"588","Keep On Loving You","REO Speedwagon","MT","MTS1208-927"
"589","Keeper Of The Stars, The","Byrd, Tracy","MT","MTS1208-537"
"590","Kenny's Dead","Master P","MT","MTS1208-170"
"591","Killing Me Softly","Flack, Roberta","MT","MTS1208-1060"
"592","Kind Of A Drag","Buckinghams, The","MT","MTS1208-752"
"593","King Of The Blues","Moore, Gary","MT","MTS1208-1022"
"594","King Of The Road","Miller, Roger","MT","MTS1208-1189"
"595","Kiss Me","Sixpence None The","MT","MTS1208-148"
"596","It Don't Matter To The Sun","Brooks, Garth & Chris Gaines","MT","MTS1208-350"
"597","Joker, The","Steve Miller Band, The","MT","MTS1208-796"
"598","Jump Jive & Wail","Brian Setzer Orchestra, The","MT","MTS1208-91"
"599","Kissing A Fool","Michael, George","MT","MTS1208-879"
"600","Knockin' On Heaven's Door","Guns N' Roses","MT","MTS1208-367"
"601","Kryptonite","3 Doors Down","MT","MTS1208-726"
"602","Kyles Mom's A Bitch","Cartman, Eric","MT","MTS1208-171"
"603","L-O-V-E","Cole, Nat 'King'","MT","MTS1208-914"
"604","L.A. Woman","Doors, The","MT","MTS1208-588"
"605","La Bamba","Valens, Richie","MT","MTS1208-1128"
"606","La Copa De La Vida","Martin, Ricky","MT","MTS1208-179"
"607","La Isla Bonita","Madonna","MT","MTS1208-480"
"608","Lady","Rogers, Kenny","MT","MTS1208-880"
"609","Lady Is A Tramp, The","Sinatra, Frank","MT","MTS1208-495"
"610","Lady Marmalade","LaBelle, Patti","MT","MTS1208-898"
"611","Last Dance/The Hustle/On The","Selena","MT","MTS1208-306"
"612","Last Kiss","Pearl Jam","MT","MTS1208-254"
"613","Lately","Wonder, Stevie","MT","MTS1208-317"
"614","Laughter In The Rain","Sedaka, Neil","MT","MTS1208-753"
"615","Lay It On The Line","Triumph","MT","MTS1208-65"
"616","Layla","Clapton, Eric","MT","MTS1208-294"
"617","Learning To Live Again","Brooks, Garth","MT","MTS1208-359"
"618","Legs","ZZ Top","MT","MTS1208-973"
"619","Lesson In Leavin'","Messina, Jo Dee","MT","MTS1208-243"
"620","Let 'er Rip","Dixie Chicks","MT","MTS1208-206"
"621","Let It Be","Beatles, The","MT","MTS1208-1142"
"622","Let It Grow","Clapton, Eric","MT","MTS1208-291"
"623","Let's Get In On","Gaye, Marvin","MT","MTS1208-893"
"624","Let's Get Rocked","Def Leppard","MT","MTS1208-463"
"625","Letter, The","Box Tops, The","MT","MTS1208-928"
"626","Life Is A Highway","Cochrane, Tom","MT","MTS1208-810"
"627","Light My Fire","Doors, The","MT","MTS1208-834"
"628","Lightning Crashes","Live","MT","MTS1208-63"
"629","Lights","Journey","MT","MTS1208-386"
"630","Like A Surgeon (Like A Virgin)","Yankovic, 'Weird Al'","MT","MTS1208-336"
"631","Like A Virgin","Madonna","MT","MTS1208-1199"
"632","Like Someone In Love","Standard","MT","MTS1208-13"
"633","Like The Way I Do","Etheridge, Melissa","MT","MTS1208-299"
"634","Limbo Rock","Checker, Chubby","MT","MTS1208-781"
"635","Lion Sleeps Tonight, The","Nash, Johnny","MT","MTS1208-1160"
"636","Lipstick On Your Collar","Francis, Connie","MT","MTS1208-862"
"637","Little Goodbyes","SHeDAISY","MT","MTS1208-431"
"638","Little Old Wine Drinking Me","Martin, Dean","MT","MTS1208-556"
"639","Livin' La Vida Loca","Martin, Ricky","MT","MTS1208-180"
"640","Livin' La Vida Loca (Spanish)","Martin, Ricky","MT","MTS1208-181"
"641","Livin' On A Prayer","Bon Jovi, Jon","MT","MTS1208-1146"
"642","Let It Ride","Bachman Turner Overdrive","MT","MTS1208-735"
"643","Let's Make Love","Hill, Faith & Tim McGraw","MT","MTS1208-436"
"644","Livin' On The Edge","Aerosmith","MT","MTS1208-809"
"645","Lola","Kinks, The","MT","MTS1208-1190"
"646","Lonely Teardrops","Wilson, Jackie","MT","MTS1208-857"
"647","Long Cool Woman","Hollies, The","MT","MTS1208-514"
"648","Long Way Around","Eagle Eye Cherry","MT","MTS1208-693"
"649","Longview","Green Day","MT","MTS1208-422"
"650","Look At Little Sister","Vaughan, Stevie Ray","MT","MTS1208-226"
"651","Looking Through Your Eyes","Rimes, LeAnn","MT","MTS1208-219"
"652","Lost In Your Eyes","Brooks, Garth","MT","MTS1208-428"
"653","Louie, Louie","Kingsmen, The","MT","MTS1208-1177"
"654","Love & Marriage","Sinatra, Frank","MT","MTS1208-494"
"655","Love & Understanding","Cher","MT","MTS1208-138"
"656","Love Can Build A Bridge","Judds, The","MT","MTS1208-1134"
"657","Love Gets Me Every Time","Twain, Shania","MT","MTS1208-274"
"658","Love Gravy","Chef (South Park)","MT","MTS1208-162"
"659","Love Grows (Where My Rosemary","Edison Lighthouse","MT","MTS1208-751"
"660","Love Hurts","Cher","MT","MTS1208-132"
"661","Love Hurts","Nazareth","MT","MTS1208-384"
"662","Love Is A Battlefield","Benatar, Pat","MT","MTS1208-519"
"663","Love Lies Bleeding","John, Elton","MT","MTS1208-69"
"664","Love Like This Before","Evans, Faith","MT","MTS1208-110"
"665","Love Me","Presley, Elvis","MT","MTS1208-605"
"666","Love Me Tender","Presley, Elvis","MT","MTS1208-606"
"667","Love Of My Life","Santana","MT","MTS1208-718"
"668","Love Shack","B-52's, The","MT","MTS1208-1179"
"669","Love Stinks","J. Geils Band, The","MT","MTS1208-389"
"670","Love You For A Day","Martin, Ricky","MT","MTS1208-182"
"671","Lovely Stranger","Clapton, Eric","MT","MTS1208-283"
"672","Loving Arms","Dixie Chicks","MT","MTS1208-207"
"673","Loving You","Presley, Elvis","MT","MTS1208-607"
"674","Lowspark Of High Heeled Boys,","Traffic","MT","MTS1208-56"
"675","Lucille","Little Richard","MT","MTS1208-872"
"676","Luck Be A Lady","Sinatra, Frank","MT","MTS1208-486"
"677","Lucy In The Sky With Diamonds","Beatles, The","MT","MTS1208-1169"
"678","Lullaby","Mullins, Shawn","MT","MTS1208-156"
"679","Lullaby In Blue","Midler, Bette","MT","MTS1208-150"
"680","Luv Lies","Aerosmith","MT","MTS1208-826"
"681","Macarena","Los Del Rio","MT","MTS1208-534"
"682","Long Haired Country Boy","Charlie Daniels Band, The","MT","MTS1208-224"
"683","Lookin' Out My Back Door","Creedence Clearwater Revival","MT","MTS1208-836"
"684","Lost In You","Brooks, Garth & Chris Gaines","MT","MTS1208-362"
"685","Love Will Keep Us Together","Captain & Tennille, The","MT","MTS1208-1137"
"686","Macarena, The","Los Del Rio","MT","MTS1208-1187"
"687","Macho Man","Village People, The","MT","MTS1208-522"
"688","Mack The Knife","Darin, Bobby","MT","MTS1208-1089"
"689","Magic Bus","Who, The","MT","MTS1208-958"
"690","Magic Carpet Ride","Steppenwolf","MT","MTS1208-959"
"691","Magic Man","Heart","MT","MTS1208-505"
"692","Make The World Go Away","Arnold, Eddy","MT","MTS1208-632"
"693","Mamas Don't Let Your Babies","Nelson & Jennings","MT","MTS1208-1084"
"694","Mambo No. 5","Bega, Lou","MT","MTS1208-437"
"695","Man I Feel Like A Woman","Twain, Shania","MT","MTS1208-272"
"696","Man I'll Never Be, A","Boston","MT","MTS1208-394"
"697","Man On The Moon","R.E.M.","MT","MTS1208-517"
"698","Manic Monday","Bangles, The","MT","MTS1208-1201"
"699","Margaritaville","Buffett, Jimmy","MT","MTS1208-1037"
"700","Maria","Blondie","MT","MTS1208-259"
"701","Maria","West Side Story","MT","MTS1208-775"
"702","Material Girl","Madonna","MT","MTS1208-1196"
"703","Matter Of Trust, A","Joel, Billy","MT","MTS1208-388"
"704","Maybellene","Berry, Chuck","MT","MTS1208-873"
"705","Me And Bobby McGee","Joplin, Janis","MT","MTS1208-1036"
"706","Memory","Streisand, Barbra","MT","MTS1208-1139"
"707","Mercedes Benz","Joplin, Janis","MT","MTS1208-300"
"708","Mexican Blackbird","ZZ Top","MT","MTS1208-46"
"709","Midnight Confessions","Grass Roots, The","MT","MTS1208-749"
"710","Midnight Special","Rivers, Johnny","MT","MTS1208-627"
"711","Miss You","Clapton, Eric","MT","MTS1208-285"
"712","Money","Pink Floyd","MT","MTS1208-988"
"713","Money Song, The","Cabaret","MT","MTS1208-773"
"714","Monster Mash","Pickett, Bobby Boris","MT","MTS1208-1182"
"715","Mony, Mony","James, Tommy","MT","MTS1208-1044"
"716","More","Standard","MT","MTS1208-02"
"717","More (Theme From 'Mondo Cane')","Sinatra, Frank","MT","MTS1208-57"
"718","Morning Train","Easton, Sheena","MT","MTS1208-904"
"719","Most Girls","Pink","MT","MTS1208-712"
"720","Mother In Law","K-Doe, Emie","MT","MTS1208-865"
"721","Mountain Music","Aerosmith","MT","MTS1208-1082"
"722","Mouth","Bainbridge, Merril","MT","MTS1208-312"
"723","Mr Big Stuff","Knight, Jean","MT","MTS1208-525"
"724","Music","Madonna","MT","MTS1208-704"
"725","Mustang Sally","Pickett, Wilson","MT","MTS1208-968"
"726","My Best Friends Girl","Cars, The","MT","MTS1208-49"
"727","My Bologna(my Sharona)","Yankovic, 'Weird Al'","MT","MTS1208-333"
"728","My Boyfriend's Back","Angels, The","MT","MTS1208-1116"
"729","Maria Maria","Santana & The Product G&B","MT","MTS1208-641"
"730","Melissa","Allman Brothers Band, The","MT","MTS1208-222"
"731","My Ding-A-Ling","Berry, Chuck","MT","MTS1208-850"
"732","My Favorite Mistake","Crow, Sheryl","MT","MTS1208-100"
"733","My First Night With You","Mya","MT","MTS1208-264"
"734","My Generation","Who, The","MT","MTS1208-990"
"735","My Girl","Temptations, The","MT","MTS1208-1162"
"736","My Heart Will Go On","Dion, Celine","MT","MTS1208-107"
"737","My Kind Of Town","Sinatra, Frank","MT","MTS1208-485"
"738","My Maria","Brooks & Dunn","MT","MTS1208-538"
"739","My One & Only Love","Standard","MT","MTS1208-09"
"740","My Romance","Standard","MT","MTS1208-05"
"741","My Sacrifice","Creed","MT","MTS1208-1028"
"742","My Way","Sinatra, Frank","MT","MTS1208-1092"
"743","Mysterious Ways","U2","MT","MTS1208-811"
"744","Naked Without You","Dayne, Taylor","MT","MTS1208-154"
"745","Natural Woman","Franklin, Aretha","MT","MTS1208-899"
"746","Needle & The Spoon, The","Lynyrd Skynyrd","MT","MTS1208-661"
"747","Neon Moon","Brooks, Garth","MT","MTS1208-357"
"748","New York, New York","Sinatra, Frank","MT","MTS1208-1088"
"749","Nice 'n Easy","Sinatra, Frank","MT","MTS1208-496"
"750","Nights In White Satin","Moody Blues, The","MT","MTS1208-596"
"751","No Alibies","Clapton, Eric","MT","MTS1208-286"
"752","No Love","Edmonds, Kevon","MT","MTS1208-689"
"753","No One Needs To Know","Twain, Shania","MT","MTS1208-276"
"754","No Scrubs","TLC","MT","MTS1208-149"
"755","No Substitute/Oh Kathy Lee","Chef (South Park)","MT","MTS1208-163"
"756","Nothin' But A Good Time","Poison","MT","MTS1208-732"
"757","Nothing Even Matters","Hill, Lauryn","MT","MTS1208-153"
"758","Ode To Billy Joe","Gentry, Bobbie","MT","MTS1208-628"
"759","Ode To My Car","Sandler, Adam","MT","MTS1208-173"
"760","Oh Look At Me Now","Standard","MT","MTS1208-25"
"761","Oh What A Night (December","Valli, Frankie","MT","MTS1208-1181"
"762","Okie From Muskogee","Jennings, Waylon","MT","MTS1208-1083"
"763","Old Time Rock 'n' Roll","Seger, Bob","MT","MTS1208-1045"
"764","On A Slow Boat To China","Standard","MT","MTS1208-06"
"765","On The Dark Side","Cafferty, John","MT","MTS1208-1147"
"766","On The Road Again","Nelson, Willie","MT","MTS1208-1081"
"767","On The Street Where You Live","My Fair Lady","MT","MTS1208-767"
"768","Once Bitten Twice Shy","Great White","MT","MTS1208-467"
"769","Once You've Loved Somebody","Dixie Chicks","MT","MTS1208-208"
"770","One Boy One Girl","Raye, Collin","MT","MTS1208-548"
"771","One For My Baby","Sinatra, Frank","MT","MTS1208-499"
"772","My Kind Of Woman","Gill, Vince & Patty Loveless","MT","MTS1208-238"
"773","Neither One Of Us","Knight, Gladys & The Pips","MT","MTS1208-1136"
"774","Nobody Wants To Be Lonely","Martin, Ricky & Christina Aguilera","MT","MTS1208-818"
"775","One Honest Heart","McEntire, Reba","MT","MTS1208-244"
"776","One Way Or Another","Blondie","MT","MTS1208-905"
"777","Only God Knows Why","Kid Rock","MT","MTS1208-567"
"778","Only The Good Die Young","Joel, Billy","MT","MTS1208-837"
"779","Only You Know & I Know","Clapton, Eric","MT","MTS1208-292"
"780","Oops! I Did It Again","Spears, Britney","MT","MTS1208-566"
"781","Open Invitation","Santana","MT","MTS1208-376"
"782","Outside Woman Blues","Clapton, Eric","MT","MTS1208-282"
"783","Outside Woman Blues","Cream","MT","MTS1208-406"
"784","Over The Rainbow","Garland, Judy","MT","MTS1208-1102"
"785","Papa Loves Mama","Brooks, Garth","MT","MTS1208-358"
"786","Paper Roses","Osmond, Marie","MT","MTS1208-1077"
"787","Paradise By The Dashboard","Meat Loaf","MT","MTS1208-1192"
"788","Paranoid/War Pigs Live","Black Sabbath","MT","MTS1208-58"
"789","Peaches & Cream","112","MT","MTS1208-1011"
"790","People","Streisand, Barbra","MT","MTS1208-1106"
"791","People Are Strange","Doors, The","MT","MTS1208-936"
"792","Phony Calls","Yankovic, 'Weird Al'","MT","MTS1208-345"
"793","Photograph","Def Leppard","MT","MTS1208-736"
"794","Piano Man","Joel, Billy","MT","MTS1208-845"
"795","Pinball Wizard","Who, The","MT","MTS1208-972"
"796","Play","Lopez, Jennifer","MT","MTS1208-821"
"797","Play That Funky Music","Wild Cherry","MT","MTS1208-1185"
"798","Please Remember Me","McGraw, Tim","MT","MTS1208-248"
"799","Plush","Stone Temple Pilots","MT","MTS1208-194"
"800","Poison Whiskey","Lynyrd Skynyrd","MT","MTS1208-656"
"801","Polka Dots & Moonbeams","Standard","MT","MTS1208-35"
"802","Polka Salad Annie","White, Tony Joe","MT","MTS1208-595"
"803","Pop A Top","Jackson, Alan","MT","MTS1208-425"
"804","Pour Some Sugar On Me","Def Leppard","MT","MTS1208-189"
"805","Pretty Fly For A White Guy","Offspring, The","MT","MTS1208-576"
"806","Pretty Woman","Orbison, Roy","MT","MTS1208-1157"
"807","Private Emotion","Martin, Ricky","MT","MTS1208-183"
"808","Pure Pleasure Seeker","Moloko","MT","MTS1208-710"
"809","Purple Haze","Hendrix, Jimi","MT","MTS1208-799"
"810","Put A Lid On It","Squirrel Nut Zippers","MT","MTS1208-94"
"811","Put On A Happy Face","Bye Bye Birdie","MT","MTS1208-765"
"812","Put The Blame On Mame","Standard","MT","MTS1208-916"
"813","Put Your Head On My Shoulder","Anka, Paul","MT","MTS1208-861"
"814","Put Your Lights On","Santana & Everlast","MT","MTS1208-684"
"815","Question 67 & 68","Chicago","MT","MTS1208-788"
"816","One Way Out","Allman Brothers Band, The","MT","MTS1208-231"
"817","Otherside","Red Hot Chili Peppers","MT","MTS1208-637"
"818","Proud Mary","Creedence Clearwater Revival","MT","MTS1208-507"
"819","Radar Love","Golden Earring","MT","MTS1208-991"
"820","Rags To Riches","Bennett, Tony","MT","MTS1208-565"
"821","Raped And Freezing","Cooper, Alice","MT","MTS1208-119"
"822","Ready For Love","Bad Company","MT","MTS1208-395"
"823","Real Slim Shady, The","Eminem","MT","MTS1208-687"
"824","Reddy To Run","Dixie Chicks","MT","MTS1208-204"
"825","Reflections Of My Life","Marmalade","MT","MTS1208-778"
"826","Remember Me","Journey","MT","MTS1208-152"
"827","Respect","Franklin, Aretha","MT","MTS1208-1194"
"828","Reunited","Peaches & Herb","MT","MTS1208-1064"
"829","Ricky","Yankovic, 'Weird Al'","MT","MTS1208-335"
"830","Riders On The Storm","Doors, The","MT","MTS1208-971"
"831","Right Time Of The Night","Warnes, Jennifer","MT","MTS1208-907"
"832","Roadhouse Blues","Doors, The","MT","MTS1208-992"
"833","Roam","B-52's, The","MT","MTS1208-900"
"834","Rock & Roll All Night","Kiss","MT","MTS1208-510"
"835","Rock & Roll Music","Berry, Chuck","MT","MTS1208-874"
"836","Rock & Roll Never Forgets","Seger, Bob","MT","MTS1208-812"
"837","Rock Candy","Montrose, Ronnie","MT","MTS1208-374"
"838","Rock Me On The Water","Browne, Jackson","MT","MTS1208-391"
"839","Rock Show","Blink 182","MT","MTS1208-1002"
"840","Rock This Town","Stray Cats","MT","MTS1208-97"
"841","Rockerfella Skank, The","Fat Boy Slim","MT","MTS1208-721"
"842","Rockin' Pneumonia & The","Smith, Huey","MT","MTS1208-875"
"843","Rocky Mountain Way","Walsh, Joe","MT","MTS1208-586"
"844","Roll Over Beethoven","Berry, Chuck","MT","MTS1208-876"
"845","Rose Garden","Lee, Brenda","MT","MTS1208-1079"
"846","Rose, The","Midler, Bette","MT","MTS1208-1051"
"847","Route 66","Cole, Natalie","MT","MTS1208-553"
"848","Runaround Sue","Dion & The Belmonts","MT","MTS1208-1117"
"849","Runaway","Bon Jovi","MT","MTS1208-64"
"850","Runnin' With The Devil","Van Halen","MT","MTS1208-363"
"851","Running On Faith","Clapton, Eric","MT","MTS1208-288"
"852","Sabbath Bloody Sabbath","Black Sabbath","MT","MTS1208-456"
"853","Saga Begins (American Pie),","Yankovic, 'Weird Al'","MT","MTS1208-331"
